name,episode_title,location,sub_location,time
Qyburn,The Dragon and the Wolf,The Crownlands,Outside King's Landing,72
Jaime Lannister,The Dragon and the Wolf,The Crownlands,Outside King's Landing,72
Gregor Clegane,The Dragon and the Wolf,The Crownlands,Outside King's Landing,72
Euron Greyjoy,The Dragon and the Wolf,The Crownlands,Outside King's Landing,72
Daenerys Targaryen,The Dragon and the Wolf,The Crownlands,Outside King's Landing,72
Drogon,The Dragon and the Wolf,The Crownlands,Outside King's Landing,72
Rhaegal,The Dragon and the Wolf,The Crownlands,Outside King's Landing,72
Tyrion Lannister,The Dragon and the Wolf,The Crownlands,Outside King's Landing,216
Jon Snow,The Dragon and the Wolf,The Crownlands,Outside King's Landing,216
Davos Seaworth,The Dragon and the Wolf,The Crownlands,Outside King's Landing,216
Jorah Mormont,The Dragon and the Wolf,The Crownlands,Outside King's Landing,216
Missandei,The Dragon and the Wolf,The Crownlands,Outside King's Landing,216
Lord Varys,The Dragon and the Wolf,The Crownlands,Outside King's Landing,216
Theon Greyjoy,The Dragon and the Wolf,The Crownlands,Outside King's Landing,216
Qhono,The Dragon and the Wolf,The Crownlands,Outside King's Landing,216
Brienne of Tarth,The Dragon and the Wolf,The Crownlands,Outside King's Landing,216
Cersei Lannister,The Dragon and the Wolf,The Crownlands,Outside King's Landing,216
Qyburn,The Dragon and the Wolf,The Crownlands,Outside King's Landing,216
Jaime Lannister,The Dragon and the Wolf,The Crownlands,Outside King's Landing,216
Gregor Clegane,The Dragon and the Wolf,The Crownlands,Outside King's Landing,216
Euron Greyjoy,The Dragon and the Wolf,The Crownlands,Outside King's Landing,216
Daenerys Targaryen,The Dragon and the Wolf,The Crownlands,Outside King's Landing,216
Tyrion Lannister,The Dragon and the Wolf,The Crownlands,Outside King's Landing,268
Jon Snow,The Dragon and the Wolf,The Crownlands,Outside King's Landing,268
Davos Seaworth,The Dragon and the Wolf,The Crownlands,Outside King's Landing,268
Jorah Mormont,The Dragon and the Wolf,The Crownlands,Outside King's Landing,268
Missandei,The Dragon and the Wolf,The Crownlands,Outside King's Landing,268
Lord Varys,The Dragon and the Wolf,The Crownlands,Outside King's Landing,268
Theon Greyjoy,The Dragon and the Wolf,The Crownlands,Outside King's Landing,268
Qhono,The Dragon and the Wolf,The Crownlands,Outside King's Landing,268
Brienne of Tarth,The Dragon and the Wolf,The Crownlands,Outside King's Landing,268
Cersei Lannister,The Dragon and the Wolf,The Crownlands,Outside King's Landing,268
Qyburn,The Dragon and the Wolf,The Crownlands,Outside King's Landing,268
Jaime Lannister,The Dragon and the Wolf,The Crownlands,Outside King's Landing,268
Gregor Clegane,The Dragon and the Wolf,The Crownlands,Outside King's Landing,268
Euron Greyjoy,The Dragon and the Wolf,The Crownlands,Outside King's Landing,268
Daenerys Targaryen,The Dragon and the Wolf,The Crownlands,Outside King's Landing,268
Sandor Clegane,The Dragon and the Wolf,The Crownlands,Outside King's Landing,268
Tyrion Lannister,The Dragon and the Wolf,The Crownlands,Outside King's Landing,157
Jon Snow,The Dragon and the Wolf,The Crownlands,Outside King's Landing,157
Davos Seaworth,The Dragon and the Wolf,The Crownlands,Outside King's Landing,157
Jorah Mormont,The Dragon and the Wolf,The Crownlands,Outside King's Landing,157
Missandei,The Dragon and the Wolf,The Crownlands,Outside King's Landing,157
Lord Varys,The Dragon and the Wolf,The Crownlands,Outside King's Landing,157
Theon Greyjoy,The Dragon and the Wolf,The Crownlands,Outside King's Landing,157
Qhono,The Dragon and the Wolf,The Crownlands,Outside King's Landing,157
Brienne of Tarth,The Dragon and the Wolf,The Crownlands,Outside King's Landing,157
Cersei Lannister,The Dragon and the Wolf,The Crownlands,Outside King's Landing,157
Qyburn,The Dragon and the Wolf,The Crownlands,Outside King's Landing,157
Jaime Lannister,The Dragon and the Wolf,The Crownlands,Outside King's Landing,157
Gregor Clegane,The Dragon and the Wolf,The Crownlands,Outside King's Landing,157
Daenerys Targaryen,The Dragon and the Wolf,The Crownlands,Outside King's Landing,157
Sandor Clegane,The Dragon and the Wolf,The Crownlands,Outside King's Landing,157
Tyrion Lannister,The Dragon and the Wolf,The Crownlands,Outside King's Landing,128
Jon Snow,The Dragon and the Wolf,The Crownlands,Outside King's Landing,128
Davos Seaworth,The Dragon and the Wolf,The Crownlands,Outside King's Landing,128
Jorah Mormont,The Dragon and the Wolf,The Crownlands,Outside King's Landing,128
Missandei,The Dragon and the Wolf,The Crownlands,Outside King's Landing,128
Lord Varys,The Dragon and the Wolf,The Crownlands,Outside King's Landing,128
Theon Greyjoy,The Dragon and the Wolf,The Crownlands,Outside King's Landing,128
Qhono,The Dragon and the Wolf,The Crownlands,Outside King's Landing,128
Brienne of Tarth,The Dragon and the Wolf,The Crownlands,Outside King's Landing,128
Daenerys Targaryen,The Dragon and the Wolf,The Crownlands,Outside King's Landing,128
Sandor Clegane,The Dragon and the Wolf,The Crownlands,Outside King's Landing,128
Tyrion Lannister,The Dragon and the Wolf,The Crownlands,King's Landing,20
Gregor Clegane,The Dragon and the Wolf,The Crownlands,King's Landing,20
Tyrion Lannister,The Dragon and the Wolf,The Crownlands,King's Landing,76
Gregor Clegane,The Dragon and the Wolf,The Crownlands,King's Landing,76
Jaime Lannister,The Dragon and the Wolf,The Crownlands,King's Landing,76
Tyrion Lannister,The Dragon and the Wolf,The Crownlands,King's Landing,322
Gregor Clegane,The Dragon and the Wolf,The Crownlands,King's Landing,322
Cersei Lannister,The Dragon and the Wolf,The Crownlands,King's Landing,322
Jon Snow,The Dragon and the Wolf,The Crownlands,Outside King's Landing,162
Daenerys Targaryen,The Dragon and the Wolf,The Crownlands,Outside King's Landing,162
Tyrion Lannister,The Dragon and the Wolf,The Crownlands,Outside King's Landing,19
Jon Snow,The Dragon and the Wolf,The Crownlands,Outside King's Landing,19
Davos Seaworth,The Dragon and the Wolf,The Crownlands,Outside King's Landing,19
Jorah Mormont,The Dragon and the Wolf,The Crownlands,Outside King's Landing,19
Missandei,The Dragon and the Wolf,The Crownlands,Outside King's Landing,19
Lord Varys,The Dragon and the Wolf,The Crownlands,Outside King's Landing,19
Theon Greyjoy,The Dragon and the Wolf,The Crownlands,Outside King's Landing,19
Qhono,The Dragon and the Wolf,The Crownlands,Outside King's Landing,19
Brienne of Tarth,The Dragon and the Wolf,The Crownlands,Outside King's Landing,19
Daenerys Targaryen,The Dragon and the Wolf,The Crownlands,Outside King's Landing,19
Sandor Clegane,The Dragon and the Wolf,The Crownlands,Outside King's Landing,19
Tyrion Lannister,The Dragon and the Wolf,The Crownlands,Outside King's Landing,67
Jon Snow,The Dragon and the Wolf,The Crownlands,Outside King's Landing,67
Davos Seaworth,The Dragon and the Wolf,The Crownlands,Outside King's Landing,67
Jorah Mormont,The Dragon and the Wolf,The Crownlands,Outside King's Landing,67
Missandei,The Dragon and the Wolf,The Crownlands,Outside King's Landing,67
Lord Varys,The Dragon and the Wolf,The Crownlands,Outside King's Landing,67
Theon Greyjoy,The Dragon and the Wolf,The Crownlands,Outside King's Landing,67
Qhono,The Dragon and the Wolf,The Crownlands,Outside King's Landing,67
Brienne of Tarth,The Dragon and the Wolf,The Crownlands,Outside King's Landing,67
Daenerys Targaryen,The Dragon and the Wolf,The Crownlands,Outside King's Landing,67
Sandor Clegane,The Dragon and the Wolf,The Crownlands,Outside King's Landing,67
Cersei Lannister,The Dragon and the Wolf,The Crownlands,Outside King's Landing,67
Qyburn,The Dragon and the Wolf,The Crownlands,Outside King's Landing,67
Jaime Lannister,The Dragon and the Wolf,The Crownlands,Outside King's Landing,67
Gregor Clegane,The Dragon and the Wolf,The Crownlands,Outside King's Landing,67
Sansa Stark,The Dragon and the Wolf,The North,Winterfell,209
Petyr Baelish,The Dragon and the Wolf,The North,Winterfell,209
Daenerys Targaryen,The Dragon and the Wolf,The Crownlands,Dragonstone,79
Tyrion Lannister,The Dragon and the Wolf,The Crownlands,Dragonstone,79
Jon Snow,The Dragon and the Wolf,The Crownlands,Dragonstone,79
Davos Seaworth,The Dragon and the Wolf,The Crownlands,Dragonstone,79
Jorah Mormont,The Dragon and the Wolf,The Crownlands,Dragonstone,79
Lord Varys,The Dragon and the Wolf,The Crownlands,Dragonstone,79
Theon Greyjoy,The Dragon and the Wolf,The Crownlands,Dragonstone,79
Grey Worm,The Dragon and the Wolf,The Crownlands,Dragonstone,79
Missandei,The Dragon and the Wolf,The Crownlands,Dragonstone,79
Jon Snow,The Dragon and the Wolf,The Crownlands,Dragonstone,24
Davos Seaworth,The Dragon and the Wolf,The Crownlands,Dragonstone,24
Theon Greyjoy,The Dragon and the Wolf,The Crownlands,Dragonstone,24
Jon Snow,The Dragon and the Wolf,The Crownlands,Dragonstone,206
Theon Greyjoy,The Dragon and the Wolf,The Crownlands,Dragonstone,206
Theon Greyjoy,The Dragon and the Wolf,The Crownlands,Dragonstone,253
Harrag,The Dragon and the Wolf,The Crownlands,Dragonstone,253
Theon Greyjoy,The Dragon and the Wolf,The Crownlands,Dragonstone,7
Sansa Stark,The Dragon and the Wolf,The North,Winterfell,28
Sansa Stark,The Dragon and the Wolf,The North,Winterfell,340
Bran Stark,The Dragon and the Wolf,The North,Winterfell,340
Maester Wolkan,The Dragon and the Wolf,The North,Winterfell,340
Arya Stark,The Dragon and the Wolf,The North,Winterfell,340
Petyr Baelish,The Dragon and the Wolf,The North,Winterfell,340
Yohn Royce,The Dragon and the Wolf,The North,Winterfell,340
Cersei Lannister,The Dragon and the Wolf,The Crownlands,King's Landing,29
Gregor Clegane,The Dragon and the Wolf,The Crownlands,King's Landing,29
Jaime Lannister,The Dragon and the Wolf,The Crownlands,King's Landing,29
Cersei Lannister,The Dragon and the Wolf,The Crownlands,King's Landing,19
Gregor Clegane,The Dragon and the Wolf,The Crownlands,King's Landing,19
Jaime Lannister,The Dragon and the Wolf,The Crownlands,King's Landing,19
Cersei Lannister,The Dragon and the Wolf,The Crownlands,King's Landing,178
Jaime Lannister,The Dragon and the Wolf,The Crownlands,King's Landing,178
Cersei Lannister,The Dragon and the Wolf,The Crownlands,King's Landing,93
Gregor Clegane,The Dragon and the Wolf,The Crownlands,King's Landing,93
Jaime Lannister,The Dragon and the Wolf,The Crownlands,King's Landing,93
Jaime Lannister,The Dragon and the Wolf,The Crownlands,Outside King's Landing,40
Samwell Tarly,The Dragon and the Wolf,The North,Winterfell,7
Gilly,The Dragon and the Wolf,The North,Winterfell,7
Baby Sam,The Dragon and the Wolf,The North,Winterfell,7
Bran Stark,The Dragon and the Wolf,The North,Winterfell,8
Samwell Tarly,The Dragon and the Wolf,The North,Winterfell,141
Bran Stark,The Dragon and the Wolf,The North,Winterfell,141
Bran Stark,The Dragon and the Wolf,Dorne,Dorne,30
Lyanna Stark,The Dragon and the Wolf,Dorne,Dorne,30
Rhaegar Targaryen,The Dragon and the Wolf,Dorne,Dorne,30
High Septon,The Dragon and the Wolf,Dorne,Dorne,30
Jon Snow,The Dragon and the Wolf,The Narrow Sea,The Narrow Sea,14
Jon Snow,The Dragon and the Wolf,The Narrow Sea,The Narrow Sea,20
Daenerys Targaryen,The Dragon and the Wolf,The Narrow Sea,The Narrow Sea,20
Tyrion Lannister,The Dragon and the Wolf,The Narrow Sea,The Narrow Sea,10
Young Ned Stark,The Dragon and the Wolf,Dorne,Tower of Joy,20
Bran Stark,The Dragon and the Wolf,Dorne,Tower of Joy,20
Lyanna Stark,The Dragon and the Wolf,Dorne,Tower of Joy,20
Jon Snow,The Dragon and the Wolf,The Narrow Sea,The Narrow Sea,38
Daenerys Targaryen,The Dragon and the Wolf,The Narrow Sea,The Narrow Sea,38
Tyrion Lannister,The Dragon and the Wolf,The Narrow Sea,The Narrow Sea,11
Sansa Stark,The Dragon and the Wolf,The North,Winterfell,115
Arya Stark,The Dragon and the Wolf,The North,Winterfell,115
Bran Stark,The Dragon and the Wolf,The North,Winterfell,24
Tormund Giantsbane,The Dragon and the Wolf,The Wall,Eastwatch,33
Beric Dondarrion,The Dragon and the Wolf,The Wall,Eastwatch,33
White Walker,The Dragon and the Wolf,North of the Wall,The Wall,3
Tormund Giantsbane,The Dragon and the Wolf,The Wall,Eastwatch,3
Beric Dondarrion,The Dragon and the Wolf,The Wall,Eastwatch,3
White Walker,The Dragon and the Wolf,North of the Wall,The Wall,3
Tormund Giantsbane,The Dragon and the Wolf,The Wall,Eastwatch,4
Beric Dondarrion,The Dragon and the Wolf,The Wall,Eastwatch,4
White Walker,The Dragon and the Wolf,North of the Wall,The Wall,22
Tormund Giantsbane,The Dragon and the Wolf,The Wall,Eastwatch,7
Beric Dondarrion,The Dragon and the Wolf,The Wall,Eastwatch,7
White Walker,The Dragon and the Wolf,North of the Wall,The Wall,16
White Walker,The Dragon and the Wolf,North of the Wall,The Wall,7
Tormund Giantsbane,The Dragon and the Wolf,The Wall,Eastwatch,12
Beric Dondarrion,The Dragon and the Wolf,The Wall,Eastwatch,12
The Night King,The Dragon and the Wolf,North of the Wall,The Wall,6
Viserion,The Dragon and the Wolf,North of the Wall,The Wall,6
Tormund Giantsbane,The Dragon and the Wolf,The Wall,Eastwatch,5
Beric Dondarrion,The Dragon and the Wolf,The Wall,Eastwatch,5
The Night King,The Dragon and the Wolf,North of the Wall,The Wall,12
Viserion,The Dragon and the Wolf,North of the Wall,The Wall,12
Tormund Giantsbane,The Dragon and the Wolf,The Wall,Eastwatch,8
Beric Dondarrion,The Dragon and the Wolf,The Wall,Eastwatch,8
The Night King,The Dragon and the Wolf,North of the Wall,The Wall,6
Viserion,The Dragon and the Wolf,North of the Wall,The Wall,6
Tormund Giantsbane,The Dragon and the Wolf,The Wall,Eastwatch,10
Beric Dondarrion,The Dragon and the Wolf,The Wall,Eastwatch,10
The Night King,The Dragon and the Wolf,North of the Wall,The Wall,8
Viserion,The Dragon and the Wolf,North of the Wall,The Wall,8
The Night King,The Dragon and the Wolf,North of the Wall,The Wall,8
Viserion,The Dragon and the Wolf,North of the Wall,The Wall,8
The Night King,The Dragon and the Wolf,North of the Wall,The Wall,12
Viserion,The Dragon and the Wolf,North of the Wall,The Wall,12
Tormund Giantsbane,The Dragon and the Wolf,The Wall,Eastwatch,8
Beric Dondarrion,The Dragon and the Wolf,The Wall,Eastwatch,8
The Night King,The Dragon and the Wolf,North of the Wall,The Wall,5
Viserion,The Dragon and the Wolf,North of the Wall,The Wall,5
The Night King,The Dragon and the Wolf,North of the Wall,The Wall,16
Viserion,The Dragon and the Wolf,North of the Wall,The Wall,16
White Walker,The Dragon and the Wolf,North of the Wall,The Wall,12
White Walker,The Dragon and the Wolf,The Wall,Eastwatch,12
The Night King,The Dragon and the Wolf,The Wall,Eastwatch,26
Viserion,The Dragon and the Wolf,The Wall,Eastwatch,26
Winterfell Boy,Winterfell,The North,Outside Winterfell,11
Winterfell Boy,Winterfell,The North,Winter Town,19
Winterfell Boy,Winterfell,The North,Winter Town,6
Arya Stark,Winterfell,The North,Winter Town,6
Winterfell Boy,Winterfell,The North,Winter Town,38
Jon Snow,Winterfell,The North,Winter Town,23
Daenerys Targaryen,Winterfell,The North,Winter Town,23
Qhono,Winterfell,The North,Winter Town,23
Jon Snow,Winterfell,The North,Winter Town,23
Daenerys Targaryen,Winterfell,The North,Winter Town,23
Arya Stark,Winterfell,The North,Winter Town,23
Qhono,Winterfell,The North,Winter Town,23
Arya Stark,Winterfell,The North,Winter Town,9
Arya Stark,Winterfell,The North,Winter Town,8
Sandor Clegane,Winterfell,The North,Winter Town,8
Arya Stark,Winterfell,The North,Winter Town,9
Sandor Clegane,Winterfell,The North,Winter Town,9
Gendry,Winterfell,The North,Winter Town,9
Tyrion Lannister,Winterfell,The North,Winter Town,23
Lord Varys,Winterfell,The North,Winter Town,23
Missandei,Winterfell,The North,Winter Town,19
Grey Worm,Winterfell,The North,Winter Town,19
Village Woman,Winterfell,The North,Winter Town,19
Jon Snow,Winterfell,The North,Winter Town,18
Daenerys Targaryen,Winterfell,The North,Winter Town,18
Jon Snow,Winterfell,The North,Winter Town,9
Daenerys Targaryen,Winterfell,The North,Winter Town,9
Drogon,Winterfell,The North,Winter Town,9
Rhaegal,Winterfell,The North,Winter Town,9
Arya Stark,Winterfell,The North,Winter Town,4
Drogon,Winterfell,The North,Winter Town,4
Rhaegal,Winterfell,The North,Winter Town,4
Drogon,Winterfell,The North,Winter Town,3
Rhaegal,Winterfell,The North,Winter Town,3
Daenerys Targaryen,Winterfell,The North,Winter Town,5
Qhono,Winterfell,The North,Winter Town,5
Drogon,Winterfell,The North,Winterfell,11
Rhaegal,Winterfell,The North,Winterfell,11
Sansa Stark,Winterfell,The North,Winterfell,11
Drogon,Winterfell,The North,Winterfell,9
Rhaegal,Winterfell,The North,Winterfell,9
Jon Snow,Winterfell,The North,Winterfell,16
Daenerys Targaryen,Winterfell,The North,Winterfell,16
Bran Stark,Winterfell,The North,Winterfell,16
Jon Snow,Winterfell,The North,Winterfell,30
Daenerys Targaryen,Winterfell,The North,Winterfell,30
Bran Stark,Winterfell,The North,Winterfell,30
Sansa Stark,Winterfell,The North,Winterfell,30
Yohn Royce,Winterfell,The North,Winterfell,30
Lyanna Mormont,Winterfell,The North,Winterfell,30
Ned Umber,Winterfell,The North,Winterfell,30
Robett Glover,Winterfell,The North,Winterfell,30
Podrick Payne,Winterfell,The North,Winterfell,30
Brienne of Tarth,Winterfell,The North,Winterfell,30
Jorah Mormont,Winterfell,The North,Winterfell,30
Jon Snow,Winterfell,The North,Winterfell,20
Daenerys Targaryen,Winterfell,The North,Winterfell,20
Bran Stark,Winterfell,The North,Winterfell,20
Sansa Stark,Winterfell,The North,Winterfell,20
Yohn Royce,Winterfell,The North,Winterfell,20
Lyanna Mormont,Winterfell,The North,Winterfell,20
Ned Umber,Winterfell,The North,Winterfell,20
Robett Glover,Winterfell,The North,Winterfell,20
Podrick Payne,Winterfell,The North,Winterfell,20
Brienne of Tarth,Winterfell,The North,Winterfell,20
Jorah Mormont,Winterfell,The North,Winterfell,20
Davos Seaworth,Winterfell,The North,Winterfell,20
Grey Worm,Winterfell,The North,Winterfell,20
Missandei,Winterfell,The North,Winterfell,20
Jon Snow,Winterfell,The North,Winterfell,41
Daenerys Targaryen,Winterfell,The North,Winterfell,41
Bran Stark,Winterfell,The North,Winterfell,41
Sansa Stark,Winterfell,The North,Winterfell,41
Yohn Royce,Winterfell,The North,Winterfell,41
Lyanna Mormont,Winterfell,The North,Winterfell,41
Ned Umber,Winterfell,The North,Winterfell,41
Robett Glover,Winterfell,The North,Winterfell,41
Podrick Payne,Winterfell,The North,Winterfell,41
Brienne of Tarth,Winterfell,The North,Winterfell,41
Jorah Mormont,Winterfell,The North,Winterfell,41
Davos Seaworth,Winterfell,The North,Winterfell,41
Grey Worm,Winterfell,The North,Winterfell,41
Missandei,Winterfell,The North,Winterfell,41
Tyrion Lannister,Winterfell,The North,Winterfell,41
Lord Varys,Winterfell,The North,Winterfell,41
Ned Umber,Winterfell,The North,Winterfell,41
Sansa Stark,Winterfell,The North,Winterfell,41
Jon Snow,Winterfell,The North,Winterfell,41
Daenerys Targaryen,Winterfell,The North,Winterfell,41
Tyrion Lannister,Winterfell,The North,Winterfell,41
Lord Varys,Winterfell,The North,Winterfell,41
Maester Wolkan,Winterfell,The North,Winterfell,41
Sansa Stark,Winterfell,The North,Winterfell,6
Jon Snow,Winterfell,The North,Winterfell,6
Daenerys Targaryen,Winterfell,The North,Winterfell,6
Tyrion Lannister,Winterfell,The North,Winterfell,6
Lord Varys,Winterfell,The North,Winterfell,6
Bran Stark,Winterfell,The North,Winterfell,6
Maester Wolkan,Winterfell,The North,Winterfell,6
Sansa Stark,Winterfell,The North,Winterfell,140
Jon Snow,Winterfell,The North,Winterfell,140
Daenerys Targaryen,Winterfell,The North,Winterfell,140
Tyrion Lannister,Winterfell,The North,Winterfell,140
Lord Varys,Winterfell,The North,Winterfell,140
Bran Stark,Winterfell,The North,Winterfell,140
Lyanna Mormont,Winterfell,The North,Winterfell,140
Yohn Royce,Winterfell,The North,Winterfell,140
Brienne of Tarth,Winterfell,The North,Winterfell,140
Davos Seaworth,Winterfell,The North,Winterfell,140
Qhono,Winterfell,The North,Winterfell,140
Grey Worm,Winterfell,The North,Winterfell,140
Gendry,Winterfell,The North,Winterfell,20
Gendry,Winterfell,The North,Winterfell,6
Tyrion Lannister,Winterfell,The North,Winterfell,6
Tyrion Lannister,Winterfell,The North,Winterfell,27
Sansa Stark,Winterfell,The North,Winterfell,27
Yohn Royce,Winterfell,The North,Winterfell,27
Tyrion Lannister,Winterfell,The North,Winterfell,99
Sansa Stark,Winterfell,The North,Winterfell,99
Tyrion Lannister,Winterfell,The North,Winterfell,4
Tyrion Lannister,Winterfell,The North,Winterfell,7
Bran Stark,Winterfell,The North,Winterfell,7
Jon Snow,Winterfell,The North,Winterfell,10
Jon Snow,Winterfell,The North,Winterfell,119
Arya Stark,Winterfell,The North,Winterfell,119
Qyburn,Winterfell,The Crownlands,King's Landing,32
Cersei Lannister,Winterfell,The Crownlands,King's Landing,32
Gregor Clegane,Winterfell,The Crownlands,King's Landing,32
Euron Greyjoy,Winterfell,The Crownlands,Blackwater Bay,18
Harry Strickland,Winterfell,The Crownlands,Blackwater Bay,18
Euron Greyjoy,Winterfell,The Crownlands,Blackwater Bay,84
Yara Greyjoy,Winterfell,The Crownlands,Blackwater Bay,84
Qyburn,Winterfell,The Crownlands,King's Landing,53
Cersei Lannister,Winterfell,The Crownlands,King's Landing,53
Gregor Clegane,Winterfell,The Crownlands,King's Landing,53
Euron Greyjoy,Winterfell,The Crownlands,King's Landing,53
Harry Strickland,Winterfell,The Crownlands,King's Landing,53
Qyburn,Winterfell,The Crownlands,King's Landing,109
Cersei Lannister,Winterfell,The Crownlands,King's Landing,109
Gregor Clegane,Winterfell,The Crownlands,King's Landing,109
Euron Greyjoy,Winterfell,The Crownlands,King's Landing,109
Bronn,Winterfell,The Crownlands,King's Landing,40
Craya,Winterfell,The Crownlands,King's Landing,40
Dirah,Winterfell,The Crownlands,King's Landing,40
Marei,Winterfell,The Crownlands,King's Landing,40
Bronn,Winterfell,The Crownlands,King's Landing,34
Craya,Winterfell,The Crownlands,King's Landing,34
Dirah,Winterfell,The Crownlands,King's Landing,34
Marei,Winterfell,The Crownlands,King's Landing,34
Qyburn,Winterfell,The Crownlands,King's Landing,34
Bronn,Winterfell,The Crownlands,King's Landing,51
Qyburn,Winterfell,The Crownlands,King's Landing,51
Bronn,Winterfell,The Crownlands,King's Landing,4
Qyburn,Winterfell,The Crownlands,King's Landing,4
Lannister Guard,Winterfell,The Crownlands,King's Landing,4
Bronn,Winterfell,The Crownlands,King's Landing,35
Qyburn,Winterfell,The Crownlands,King's Landing,35
Cersei Lannister,Winterfell,The Crownlands,King's Landing,100
Euron Greyjoy,Winterfell,The Crownlands,King's Landing,100
Yara Greyjoy,Winterfell,The Crownlands,Blackwater Bay,8
Yara Greyjoy,Winterfell,The Crownlands,Blackwater Bay,42
Theon Greyjoy,Winterfell,The Crownlands,Blackwater Bay,42
Yara Greyjoy,Winterfell,The Narrow Sea,The Narrow Sea,65
Theon Greyjoy,Winterfell,The Narrow Sea,The Narrow Sea,65
Yohn Royce,Winterfell,The North,Winterfell,7
Alys Karstark,Winterfell,The North,Winterfell,7
Davos Seaworth,Winterfell,The North,Winterfell,7
Lord Varys,Winterfell,The North,Winterfell,7
Tyrion Lannister,Winterfell,The North,Winterfell,7
Davos Seaworth,Winterfell,The North,Winterfell,42
Lord Varys,Winterfell,The North,Winterfell,42
Tyrion Lannister,Winterfell,The North,Winterfell,42
Davos Seaworth,Winterfell,The North,Winterfell,22
Lord Varys,Winterfell,The North,Winterfell,22
Tyrion Lannister,Winterfell,The North,Winterfell,22
Davos Seaworth,Winterfell,The North,Winterfell,6
Lord Varys,Winterfell,The North,Winterfell,6
Tyrion Lannister,Winterfell,The North,Winterfell,6
Daenerys Targaryen,Winterfell,The North,Winterfell,6
Jon Snow,Winterfell,The North,Winterfell,6
Davos Seaworth,Winterfell,The North,Winterfell,14
Lord Varys,Winterfell,The North,Winterfell,14
Tyrion Lannister,Winterfell,The North,Winterfell,14
Davos Seaworth,Winterfell,The North,Winterfell,6
Lord Varys,Winterfell,The North,Winterfell,6
Tyrion Lannister,Winterfell,The North,Winterfell,6
Daenerys Targaryen,Winterfell,The North,Winterfell,6
Jon Snow,Winterfell,The North,Winterfell,6
Davos Seaworth,Winterfell,The North,Winterfell,4
Lord Varys,Winterfell,The North,Winterfell,4
Tyrion Lannister,Winterfell,The North,Winterfell,4
Daenerys Targaryen,Winterfell,The North,Winterfell,35
Jon Snow,Winterfell,The North,Winterfell,35
Daenerys Targaryen,Winterfell,The North,Winterfell,23
Jon Snow,Winterfell,The North,Winterfell,23
Qhono,Winterfell,The North,Winterfell,23
Daenerys Targaryen,Winterfell,The North,Winterfell,95
Jon Snow,Winterfell,The North,Winterfell,95
Drogon,Winterfell,The North,Winterfell,95
Rhaegal,Winterfell,The North,Winterfell,95
Jon Snow,Winterfell,The North,Winterfell,13
Rhaegal,Winterfell,The North,Winterfell,13
Jon Snow,Winterfell,The North,Winterfell,3
Rhaegal,Winterfell,The North,Winterfell,3
Davos Seaworth,Winterfell,The North,Winterfell,3
Lord Varys,Winterfell,The North,Winterfell,3
Tyrion Lannister,Winterfell,The North,Winterfell,3
Daenerys Targaryen,Winterfell,The North,Outside Winterfell,81
Jon Snow,Winterfell,The North,Outside Winterfell,81
Drogon,Winterfell,The North,Outside Winterfell,81
Rhaegal,Winterfell,The North,Outside Winterfell,81
Daenerys Targaryen,Winterfell,The North,Outside Winterfell,16
Jon Snow,Winterfell,The North,Outside Winterfell,16
Drogon,Winterfell,The North,Outside Winterfell,16
Rhaegal,Winterfell,The North,Outside Winterfell,16
Daenerys Targaryen,Winterfell,The North,Outside Winterfell,30
Jon Snow,Winterfell,The North,Outside Winterfell,30
Daenerys Targaryen,Winterfell,The North,Outside Winterfell,18
Jon Snow,Winterfell,The North,Outside Winterfell,18
Drogon,Winterfell,The North,Outside Winterfell,18
Rhaegal,Winterfell,The North,Outside Winterfell,18
Gendry,Winterfell,The North,Winterfell,16
Gendry,Winterfell,The North,Winterfell,19
Sandor Clegane,Winterfell,The North,Winterfell,19
Gendry,Winterfell,The North,Winterfell,44
Sandor Clegane,Winterfell,The North,Winterfell,44
Arya Stark,Winterfell,The North,Winterfell,44
Gendry,Winterfell,The North,Winterfell,70
Arya Stark,Winterfell,The North,Winterfell,70
Sansa Stark,Winterfell,The North,Winterfell,8
Sansa Stark,Winterfell,The North,Winterfell,104
Jon Snow,Winterfell,The North,Winterfell,104
Daenerys Targaryen,Winterfell,The North,Winterfell,9
Jorah Mormont,Winterfell,The North,Winterfell,9
Daenerys Targaryen,Winterfell,The North,Winterfell,144
Jorah Mormont,Winterfell,The North,Winterfell,144
Samwell Tarly,Winterfell,The North,Winterfell,144
Samwell Tarly,Winterfell,The North,Winterfell,7
Samwell Tarly,Winterfell,The North,Winterfell,49
Bran Stark,Winterfell,The North,Winterfell,49
Jon Snow,Winterfell,The North,Winterfell,21
Jon Snow,Winterfell,The North,Winterfell,227
Samwell Tarly,Winterfell,The North,Winterfell,227
Tormund Giantsbane,Winterfell,The North,Last Hearth,116
Beric Dondarrion,Winterfell,The North,Last Hearth,116
Tormund Giantsbane,Winterfell,The North,Last Hearth,20
Beric Dondarrion,Winterfell,The North,Last Hearth,20
Eddison Tollett,Winterfell,The North,Last Hearth,20
Tormund Giantsbane,Winterfell,The North,Last Hearth,27
Beric Dondarrion,Winterfell,The North,Last Hearth,27
Eddison Tollett,Winterfell,The North,Last Hearth,27
Tormund Giantsbane,Winterfell,The North,Last Hearth,61
Beric Dondarrion,Winterfell,The North,Last Hearth,61
Eddison Tollett,Winterfell,The North,Last Hearth,61
