name,episode,location,sub_location,time
Beric Dondarrion,S08E04,The North,Winterfell,8
Arya Stark,S08E04,The North,Winterfell,8
Eddison Tollett,S08E04,The North,Winterfell,6
Samwell Tarly,S08E04,The North,Winterfell,6
Jon Snow,S08E04,The North,Winterfell,11
Lyanna Mormont,S08E04,The North,Winterfell,11
Jon Snow,S08E04,The North,Winterfell,13
Daenerys Targaryen,S08E04,The North,Winterfell,13
Jon Snow,S08E04,The North,Winterfell,68
Samwell Tarly,S08E04,The North,Winterfell,68
Bran Stark,S08E04,The North,Winterfell,68
Arya Stark,S08E04,The North,Winterfell,68
Daenerys Targaryen,S08E04,The North,Winterfell,68
Yohn Royce,S08E04,The North,Winterfell,68
Brienne of Tarth,S08E04,The North,Winterfell,68
Jaime Lannister,S08E04,The North,Winterfell,68
Podrick Payne,S08E04,The North,Winterfell,68
Tormund Giantsbane,S08E04,The North,Winterfell,68
Grey Worm,S08E04,The North,Winterfell,68
Missandei,S08E04,The North,Winterfell,68
Lord Varys,S08E04,The North,Winterfell,68
Tyrion Lannister,S08E04,The North,Winterfell,68
Sansa Stark,S08E04,The North,Winterfell,68
Ghost,S08E04,The North,Winterfell,68
Sandor Clegane,S08E04,The North,Winterfell,68
Davos Seaworth,S08E04,The North,Winterfell,68
Gendry,S08E04,The North,Winterfell,68
Lyanna Mormont,S08E04,The North,Winterfell,68
Jorah Mormont,S08E04,The North,Winterfell,68
Eddison Tollett,S08E04,The North,Winterfell,68
Beric Dondarrion,S08E04,The North,Winterfell,68
Theon Greyjoy,S08E04,The North,Winterfell,68
Jon Snow,S08E04,The North,Winterfell,21
Bran Stark,S08E04,The North,Winterfell,21
Sansa Stark,S08E04,The North,Winterfell,21
Daenerys Targaryen,S08E04,The North,Winterfell,21
Tyrion Lannister,S08E04,The North,Winterfell,21
Gendry,S08E04,The North,Winterfell,35
Sandor Clegane,S08E04,The North,Winterfell,35
Gendry,S08E04,The North,Winterfell,113
Sandor Clegane,S08E04,The North,Winterfell,113
Jon Snow,S08E04,The North,Winterfell,113
Bran Stark,S08E04,The North,Winterfell,113
Sansa Stark,S08E04,The North,Winterfell,113
Daenerys Targaryen,S08E04,The North,Winterfell,113
Tyrion Lannister,S08E04,The North,Winterfell,113
Brienne of Tarth,S08E04,The North,Winterfell,113
Podrick Payne,S08E04,The North,Winterfell,113
Jaime Lannister,S08E04,The North,Winterfell,113
Samwell Tarly,S08E04,The North,Winterfell,113
Gilly,S08E04,The North,Winterfell,113
Missandei,S08E04,The North,Winterfell,113
Grey Worm,S08E04,The North,Winterfell,113
Davos Seaworth,S08E04,The North,Winterfell,113
Lord Varys,S08E04,The North,Winterfell,113
Jon Snow,S08E04,The North,Winterfell,23
Daenerys Targaryen,S08E04,The North,Winterfell,23
Tyrion Lannister,S08E04,The North,Winterfell,23
Gendry,S08E04,The North,Winterfell,23
Samwell Tarly,S08E04,The North,Winterfell,23
Jon Snow,S08E04,The North,Winterfell,7
Daenerys Targaryen,S08E04,The North,Winterfell,7
Tyrion Lannister,S08E04,The North,Winterfell,7
Sansa Stark,S08E04,The North,Winterfell,7
Bran Stark,S08E04,The North,Winterfell,7
Brienne of Tarth,S08E04,The North,Winterfell,17
Jaime Lannister,S08E04,The North,Winterfell,17
Davos Seaworth,S08E04,The North,Winterfell,58
Tyrion Lannister,S08E04,The North,Winterfell,58
Davos Seaworth,S08E04,The North,Winterfell,4
Tyrion Lannister,S08E04,The North,Winterfell,4
Brienne of Tarth,S08E04,The North,Winterfell,4
Jaime Lannister,S08E04,The North,Winterfell,4
Podrick Payne,S08E04,The North,Winterfell,4
Jon Snow,S08E04,The North,Winterfell,4
Daenerys Targaryen,S08E04,The North,Winterfell,4
Sansa Stark,S08E04,The North,Winterfell,4
Bran Stark,S08E04,The North,Winterfell,4
Davos Seaworth,S08E04,The North,Winterfell,10
Tyrion Lannister,S08E04,The North,Winterfell,10
Sandor Clegane,S08E04,The North,Winterfell,4
Tyrion Lannister,S08E04,The North,Winterfell,47
Bran Stark,S08E04,The North,Winterfell,47
Tyrion Lannister,S08E04,The North,Winterfell,10
Bran Stark,S08E04,The North,Winterfell,10
Maester Wolkan,S08E04,The North,Winterfell,10
Grey Worm,S08E04,The North,Winterfell,4
Jon Snow,S08E04,The North,Winterfell,4
Jon Snow,S08E04,The North,Winterfell,10
Sansa Stark,S08E04,The North,Winterfell,10
Tormund Giantsbane,S08E04,The North,Winterfell,10
Daenerys Targaryen,S08E04,The North,Winterfell,10
Lord Varys,S08E04,The North,Winterfell,10
Jon Snow,S08E04,The North,Winterfell,34
Sansa Stark,S08E04,The North,Winterfell,34
Tormund Giantsbane,S08E04,The North,Winterfell,34
Daenerys Targaryen,S08E04,The North,Winterfell,34
Lord Varys,S08E04,The North,Winterfell,34
Samwell Tarly,S08E04,The North,Winterfell,34
Gilly,S08E04,The North,Winterfell,34
Brienne of Tarth,S08E04,The North,Winterfell,34
Podrick Payne,S08E04,The North,Winterfell,34
Jaime Lannister,S08E04,The North,Winterfell,34
Brienne of Tarth,S08E04,The North,Winterfell,30
Podrick Payne,S08E04,The North,Winterfell,30
Jaime Lannister,S08E04,The North,Winterfell,30
Tyrion Lannister,S08E04,The North,Winterfell,30
Tormund Giantsbane,S08E04,The North,Winterfell,64
Jon Snow,S08E04,The North,Winterfell,64
Davos Seaworth,S08E04,The North,Winterfell,64
Daenerys Targaryen,S08E04,The North,Winterfell,64
Lord Varys,S08E04,The North,Winterfell,64
Daenerys Targaryen,S08E04,The North,Winterfell,10
Lord Varys,S08E04,The North,Winterfell,10
Brienne of Tarth,S08E04,The North,Winterfell,12
Podrick Payne,S08E04,The North,Winterfell,12
Jaime Lannister,S08E04,The North,Winterfell,12
Tyrion Lannister,S08E04,The North,Winterfell,12
Daenerys Targaryen,S08E04,The North,Winterfell,12
Tormund Giantsbane,S08E04,The North,Winterfell,9
Jon Snow,S08E04,The North,Winterfell,9
Davos Seaworth,S08E04,The North,Winterfell,9
Daenerys Targaryen,S08E04,The North,Winterfell,9
Daenerys Targaryen,S08E04,The North,Winterfell,12
Lord Varys,S08E04,The North,Winterfell,12
Brienne of Tarth,S08E04,The North,Winterfell,62
Podrick Payne,S08E04,The North,Winterfell,62
Jaime Lannister,S08E04,The North,Winterfell,62
Tyrion Lannister,S08E04,The North,Winterfell,62
Brienne of Tarth,S08E04,The North,Winterfell,33
Podrick Payne,S08E04,The North,Winterfell,33
Jaime Lannister,S08E04,The North,Winterfell,33
Tyrion Lannister,S08E04,The North,Winterfell,33
Tormund Giantsbane,S08E04,The North,Winterfell,33
Podrick Payne,S08E04,The North,Winterfell,21
Tyrion Lannister,S08E04,The North,Winterfell,21
Tormund Giantsbane,S08E04,The North,Winterfell,21
Podrick Payne,S08E04,The North,Winterfell,4
Tormund Giantsbane,S08E04,The North,Winterfell,22
Sandor Clegane,S08E04,The North,Winterfell,22
Willa,S08E04,The North,Winterfell,22
Sansa Stark,S08E04,The North,Winterfell,13
Tormund Giantsbane,S08E04,The North,Winterfell,13
Sandor Clegane,S08E04,The North,Winterfell,13
Sandor Clegane,S08E04,The North,Winterfell,23
Sansa Stark,S08E04,The North,Winterfell,23
Sandor Clegane,S08E04,The North,Winterfell,96
Sansa Stark,S08E04,The North,Winterfell,96
Gendry,S08E04,The North,Winterfell,18
Gendry,S08E04,The North,Winterfell,100
Arya Stark,S08E04,The North,Winterfell,100
Jaime Lannister,S08E04,The North,Winterfell,183
Brienne of Tarth,S08E04,The North,Winterfell,183
Jon Snow,S08E04,The North,Winterfell,271
Daenerys Targaryen,S08E04,The North,Winterfell,271
Jaime Lannister,S08E04,The North,Winterfell,20
Brienne of Tarth,S08E04,The North,Winterfell,20
Grey Worm,S08E04,The North,Winterfell,229
Jon Snow,S08E04,The North,Winterfell,229
Yohn Royce,S08E04,The North,Winterfell,229
Davos Seaworth,S08E04,The North,Winterfell,229
Brienne of Tarth,S08E04,The North,Winterfell,229
Bran Stark,S08E04,The North,Winterfell,229
Arya Stark,S08E04,The North,Winterfell,229
Daenerys Targaryen,S08E04,The North,Winterfell,229
Missandei,S08E04,The North,Winterfell,229
Lord Varys,S08E04,The North,Winterfell,229
Tyrion Lannister,S08E04,The North,Winterfell,229
Sansa Stark,S08E04,The North,Winterfell,229
Jon Snow,S08E04,The North,Winterfell,141
Bran Stark,S08E04,The North,Winterfell,141
Arya Stark,S08E04,The North,Winterfell,141
Sansa Stark,S08E04,The North,Winterfell,141
Jaime Lannister,S08E04,The North,Winter Town,50
Tyrion Lannister,S08E04,The North,Winter Town,50
Jaime Lannister,S08E04,The North,Winter Town,190
Tyrion Lannister,S08E04,The North,Winter Town,190
Bronn,S08E04,The North,Winter Town,190
Jaime Lannister,S08E04,The North,Winter Town,6
Tyrion Lannister,S08E04,The North,Winter Town,6
Sandor Clegane,S08E04,The North,Outside Winterfell,17
Sandor Clegane,S08E04,The North,Outside Winterfell,63
Arya Stark,S08E04,The North,Outside Winterfell,63
Daenerys Targaryen,S08E04,The North,Outside Winterfell,29
Drogon,S08E04,The North,Outside Winterfell,29
Rhaegal,S08E04,The North,Outside Winterfell,29
Sansa Stark,S08E04,The North,Winterfell,8
Daenerys Targaryen,S08E04,The North,Winterfell,8
Drogon,S08E04,The North,Winterfell,8
Rhaegal,S08E04,The North,Winterfell,8
Sansa Stark,S08E04,The North,Winterfell,14
Tyrion Lannister,S08E04,The North,Winterfell,14
Sansa Stark,S08E04,The North,Winterfell,7
Tyrion Lannister,S08E04,The North,Winterfell,7
Daenerys Targaryen,S08E04,The North,Winterfell,7
Drogon,S08E04,The North,Winterfell,7
Rhaegal,S08E04,The North,Winterfell,7
Sansa Stark,S08E04,The North,Winterfell,141
Tyrion Lannister,S08E04,The North,Winterfell,141
Davos Seaworth,S08E04,The North,Winterfell,10
Jon Snow,S08E04,The North,Winterfell,10
Tormund Giantsbane,S08E04,The North,Winterfell,10
Jon Snow,S08E04,The North,Winterfell,40
Tormund Giantsbane,S08E04,The North,Winterfell,40
Jon Snow,S08E04,The North,Winterfell,6
Tormund Giantsbane,S08E04,The North,Winterfell,6
Ghost,S08E04,The North,Winterfell,6
Jon Snow,S08E04,The North,Winterfell,43
Tormund Giantsbane,S08E04,The North,Winterfell,43
Samwell Tarly,S08E04,The North,Winterfell,43
Gilly,S08E04,The North,Winterfell,43
Jon Snow,S08E04,The North,Winterfell,73
Samwell Tarly,S08E04,The North,Winterfell,73
Gilly,S08E04,The North,Winterfell,73
Jon Snow,S08E04,The North,Winterfell,33
Samwell Tarly,S08E04,The North,Winterfell,33
Gilly,S08E04,The North,Winterfell,33
Tormund Giantsbane,S08E04,The North,Winterfell,33
Davos Seaworth,S08E04,The North,Winterfell,33
Ghost,S08E04,The North,Winterfell,33
Grey Worm,S08E04,The Crownlands,Dragonstone,21
Missandei,S08E04,The Crownlands,Dragonstone,21
Lord Varys,S08E04,The Crownlands,Dragonstone,107
Tyrion Lannister,S08E04,The Crownlands,Dragonstone,107
Daenerys Targaryen,S08E04,The Crownlands,Dragonstone,44
Drogon,S08E04,The Crownlands,Dragonstone,44
Rhaegal,S08E04,The Crownlands,Dragonstone,44
Tyrion Lannister,S08E04,The Crownlands,Dragonstone,8
Lord Varys,S08E04,The Crownlands,Dragonstone,8
Daenerys Targaryen,S08E04,The Crownlands,Dragonstone,8
Drogon,S08E04,The Crownlands,Dragonstone,8
Rhaegal,S08E04,The Crownlands,Dragonstone,8
Daenerys Targaryen,S08E04,The Crownlands,Dragonstone,4
Drogon,S08E04,The Crownlands,Dragonstone,4
Euron Greyjoy,S08E04,The Crownlands,Dragonstone,36
Daenerys Targaryen,S08E04,The Crownlands,Dragonstone,36
Drogon,S08E04,The Crownlands,Dragonstone,36
Daenerys Targaryen,S08E04,The Crownlands,Dragonstone,9
Drogon,S08E04,The Crownlands,Dragonstone,9
Daenerys Targaryen,S08E04,The Crownlands,Dragonstone,5
Drogon,S08E04,The Crownlands,Dragonstone,5
Missandei,S08E04,The Crownlands,Dragonstone,5
Daenerys Targaryen,S08E04,The Crownlands,Dragonstone,8
Drogon,S08E04,The Crownlands,Dragonstone,8
Tyrion Lannister,S08E04,The Crownlands,Dragonstone,8
Missandei,S08E04,The Crownlands,Dragonstone,8
Euron Greyjoy,S08E04,The Crownlands,Dragonstone,9
Grey Worm,S08E04,The Crownlands,Dragonstone,5
Missandei,S08E04,The Crownlands,Dragonstone,5
Tyrion Lannister,S08E04,The Crownlands,Dragonstone,4
Euron Greyjoy,S08E04,The Crownlands,Dragonstone,3
Grey Worm,S08E04,The Crownlands,Dragonstone,1
Tyrion Lannister,S08E04,The Crownlands,Dragonstone,29
Tyrion Lannister,S08E04,The Crownlands,Dragonstone,43
Lord Varys,S08E04,The Crownlands,Dragonstone,43
Grey Worm,S08E04,The Crownlands,Dragonstone,43
Cersei Lannister,S08E04,The Crownlands,King's Landing,71
Qyburn,S08E04,The Crownlands,King's Landing,71
Euron Greyjoy,S08E04,The Crownlands,King's Landing,71
Cersei Lannister,S08E04,The Crownlands,King's Landing,12
Qyburn,S08E04,The Crownlands,King's Landing,12
Euron Greyjoy,S08E04,The Crownlands,King's Landing,12
Gregor Clegane,S08E04,The Crownlands,King's Landing,12
Missandei,S08E04,The Crownlands,King's Landing,12
Daenerys Targaryen,S08E04,The Crownlands,Dragonstone,142
Grey Worm,S08E04,The Crownlands,Dragonstone,142
Lord Varys,S08E04,The Crownlands,Dragonstone,142
Tyrion Lannister,S08E04,The Crownlands,Dragonstone,142
Lord Varys,S08E04,The Crownlands,Dragonstone,224
Tyrion Lannister,S08E04,The Crownlands,Dragonstone,224
Jaime Lannister,S08E04,The North,Winterfell,13
Sansa Stark,S08E04,The North,Winterfell,4
Maester Wolkan,S08E04,The North,Winterfell,4
Brienne of Tarth,S08E04,The North,Winterfell,4
Jaime Lannister,S08E04,The North,Winterfell,4
Jaime Lannister,S08E04,The North,Winterfell,42
Sansa Stark,S08E04,The North,Winterfell,42
Brienne of Tarth,S08E04,The North,Winterfell,42
Jaime Lannister,S08E04,The North,Winterfell,41
Brienne of Tarth,S08E04,The North,Winterfell,41
Jaime Lannister,S08E04,The North,Winterfell,116
Brienne of Tarth,S08E04,The North,Winterfell,116
Brienne of Tarth,S08E04,The North,Winterfell,8
Lord Varys,S08E04,The Crownlands,King's Landing,17
Grey Worm,S08E04,The Crownlands,King's Landing,17
Daenerys Targaryen,S08E04,The Crownlands,King's Landing,17
Tyrion Lannister,S08E04,The Crownlands,King's Landing,17
Gregor Clegane,S08E04,The Crownlands,King's Landing,16
Cersei Lannister,S08E04,The Crownlands,King's Landing,16
Euron Greyjoy,S08E04,The Crownlands,King's Landing,16
Missandei,S08E04,The Crownlands,King's Landing,16
Gregor Clegane,S08E04,The Crownlands,King's Landing,17
Cersei Lannister,S08E04,The Crownlands,King's Landing,17
Euron Greyjoy,S08E04,The Crownlands,King's Landing,17
Missandei,S08E04,The Crownlands,King's Landing,17
Lord Varys,S08E04,The Crownlands,King's Landing,17
Grey Worm,S08E04,The Crownlands,King's Landing,17
Daenerys Targaryen,S08E04,The Crownlands,King's Landing,17
Tyrion Lannister,S08E04,The Crownlands,King's Landing,17
Drogon,S08E04,The Crownlands,King's Landing,17
Gregor Clegane,S08E04,The Crownlands,King's Landing,20
Cersei Lannister,S08E04,The Crownlands,King's Landing,20
Euron Greyjoy,S08E04,The Crownlands,King's Landing,20
Missandei,S08E04,The Crownlands,King's Landing,20
Lord Varys,S08E04,The Crownlands,King's Landing,20
Grey Worm,S08E04,The Crownlands,King's Landing,20
Daenerys Targaryen,S08E04,The Crownlands,King's Landing,20
Tyrion Lannister,S08E04,The Crownlands,King's Landing,20
Drogon,S08E04,The Crownlands,King's Landing,20
Gregor Clegane,S08E04,The Crownlands,King's Landing,57
Cersei Lannister,S08E04,The Crownlands,King's Landing,57
Euron Greyjoy,S08E04,The Crownlands,King's Landing,57
Missandei,S08E04,The Crownlands,King's Landing,57
Lord Varys,S08E04,The Crownlands,King's Landing,57
Grey Worm,S08E04,The Crownlands,King's Landing,57
Daenerys Targaryen,S08E04,The Crownlands,King's Landing,57
Tyrion Lannister,S08E04,The Crownlands,King's Landing,57
Drogon,S08E04,The Crownlands,King's Landing,57
Qyburn,S08E04,The Crownlands,King's Landing,57
Lord Varys,S08E04,The Crownlands,King's Landing,27
Grey Worm,S08E04,The Crownlands,King's Landing,27
Daenerys Targaryen,S08E04,The Crownlands,King's Landing,27
Tyrion Lannister,S08E04,The Crownlands,King's Landing,27
Qyburn,S08E04,The Crownlands,King's Landing,27
Tyrion Lannister,S08E04,The Crownlands,King's Landing,25
Qyburn,S08E04,The Crownlands,King's Landing,25
Tyrion Lannister,S08E04,The Crownlands,King's Landing,7
Qyburn,S08E04,The Crownlands,King's Landing,7
Drogon,S08E04,The Crownlands,King's Landing,7
Tyrion Lannister,S08E04,The Crownlands,King's Landing,45
Qyburn,S08E04,The Crownlands,King's Landing,45
Gregor Clegane,S08E04,The Crownlands,King's Landing,45
Cersei Lannister,S08E04,The Crownlands,King's Landing,45
Euron Greyjoy,S08E04,The Crownlands,King's Landing,45
Missandei,S08E04,The Crownlands,King's Landing,45
Lord Varys,S08E04,The Crownlands,King's Landing,45
Grey Worm,S08E04,The Crownlands,King's Landing,45
Daenerys Targaryen,S08E04,The Crownlands,King's Landing,45
Gregor Clegane,S08E04,The Crownlands,King's Landing,68
Cersei Lannister,S08E04,The Crownlands,King's Landing,68
Euron Greyjoy,S08E04,The Crownlands,King's Landing,68
Missandei,S08E04,The Crownlands,King's Landing,68
Tyrion Lannister,S08E04,The Crownlands,King's Landing,68
Qyburn,S08E04,The Crownlands,King's Landing,68
Lord Varys,S08E04,The Crownlands,King's Landing,68
Grey Worm,S08E04,The Crownlands,King's Landing,68
Daenerys Targaryen,S08E04,The Crownlands,King's Landing,68
Gregor Clegane,S08E04,The Crownlands,King's Landing,80
Cersei Lannister,S08E04,The Crownlands,King's Landing,80
Tyrion Lannister,S08E04,The Crownlands,King's Landing,80
Euron Greyjoy,S08E04,The Crownlands,King's Landing,80
Missandei,S08E04,The Crownlands,King's Landing,80
Gregor Clegane,S08E04,The Crownlands,King's Landing,107
Cersei Lannister,S08E04,The Crownlands,King's Landing,107
Euron Greyjoy,S08E04,The Crownlands,King's Landing,107
Missandei,S08E04,The Crownlands,King's Landing,107
Tyrion Lannister,S08E04,The Crownlands,King's Landing,107
Qyburn,S08E04,The Crownlands,King's Landing,107
Lord Varys,S08E04,The Crownlands,King's Landing,107
Grey Worm,S08E04,The Crownlands,King's Landing,107
Daenerys Targaryen,S08E04,The Crownlands,King's Landing,107
Gregor Clegane,S08E04,The Crownlands,King's Landing,35
Cersei Lannister,S08E04,The Crownlands,King's Landing,35
Euron Greyjoy,S08E04,The Crownlands,King's Landing,35
Missandei,S08E04,The Crownlands,King's Landing,35
Tyrion Lannister,S08E04,The Crownlands,King's Landing,35
Qyburn,S08E04,The Crownlands,King's Landing,35
Lord Varys,S08E04,The Crownlands,King's Landing,35
Grey Worm,S08E04,The Crownlands,King's Landing,35
Daenerys Targaryen,S08E04,The Crownlands,King's Landing,35
Gregor Clegane,S08E04,The Crownlands,King's Landing,13
Cersei Lannister,S08E04,The Crownlands,King's Landing,13
Euron Greyjoy,S08E04,The Crownlands,King's Landing,13
Missandei,S08E04,The Crownlands,King's Landing,13
Tyrion Lannister,S08E04,The Crownlands,King's Landing,13
Qyburn,S08E04,The Crownlands,King's Landing,13
Lord Varys,S08E04,The Crownlands,King's Landing,13
Grey Worm,S08E04,The Crownlands,King's Landing,13
Daenerys Targaryen,S08E04,The Crownlands,King's Landing,13
Drogon,S08E04,The Crownlands,King's Landing,13
Lord Varys,S08E05,The Crownlands,Dragonstone,34
Lord Varys,S08E05,The Crownlands,Dragonstone,53
Martha,S08E05,The Crownlands,Dragonstone,53
Lord Varys,S08E05,The Crownlands,Dragonstone,6
Tyrion Lannister,S08E05,The Crownlands,Dragonstone,6
Tyrion Lannister,S08E05,The Crownlands,Dragonstone,4
Lord Varys,S08E05,The Crownlands,Dragonstone,4
Jon Snow,S08E05,The Crownlands,Dragonstone,4
Lord Varys,S08E05,The Crownlands,Dragonstone,109
Jon Snow,S08E05,The Crownlands,Dragonstone,109
Tyrion Lannister,S08E05,The Crownlands,Dragonstone,10
Lord Varys,S08E05,The Crownlands,Dragonstone,10
Jon Snow,S08E05,The Crownlands,Dragonstone,10
Tyrion Lannister,S08E05,The Crownlands,Dragonstone,15
Tyrion Lannister,S08E05,The Crownlands,Dragonstone,173
Daenerys Targaryen,S08E05,The Crownlands,Dragonstone,173
Lord Varys,S08E05,The Crownlands,Dragonstone,37
Lord Varys,S08E05,The Crownlands,Dragonstone,9
Grey Worm,S08E05,The Crownlands,Dragonstone,9
Lord Varys,S08E05,The Crownlands,Dragonstone,19
Grey Worm,S08E05,The Crownlands,Dragonstone,19
Lord Varys,S08E05,The Crownlands,Dragonstone,108
Grey Worm,S08E05,The Crownlands,Dragonstone,108
Jon Snow,S08E05,The Crownlands,Dragonstone,108
Tyrion Lannister,S08E05,The Crownlands,Dragonstone,108
Daenerys Targaryen,S08E05,The Crownlands,Dragonstone,108
Lord Varys,S08E05,The Crownlands,Dragonstone,47
Grey Worm,S08E05,The Crownlands,Dragonstone,47
Jon Snow,S08E05,The Crownlands,Dragonstone,47
Tyrion Lannister,S08E05,The Crownlands,Dragonstone,47
Daenerys Targaryen,S08E05,The Crownlands,Dragonstone,47
Drogon,S08E05,The Crownlands,Dragonstone,47
Grey Worm,S08E05,The Crownlands,Dragonstone,5
Jon Snow,S08E05,The Crownlands,Dragonstone,5
Tyrion Lannister,S08E05,The Crownlands,Dragonstone,5
Daenerys Targaryen,S08E05,The Crownlands,Dragonstone,5
Drogon,S08E05,The Crownlands,Dragonstone,5
Grey Worm,S08E05,The Crownlands,Dragonstone,62
Daenerys Targaryen,S08E05,The Crownlands,Dragonstone,62
Grey Worm,S08E05,The Crownlands,Dragonstone,31
Daenerys Targaryen,S08E05,The Crownlands,Dragonstone,31
Jon Snow,S08E05,The Crownlands,Dragonstone,31
Daenerys Targaryen,S08E05,The Crownlands,Dragonstone,115
Jon Snow,S08E05,The Crownlands,Dragonstone,115
Daenerys Targaryen,S08E05,The Crownlands,Dragonstone,92
Tyrion Lannister,S08E05,The Crownlands,Dragonstone,92
Grey Worm,S08E05,The Crownlands,Dragonstone,92
Daenerys Targaryen,S08E05,The Crownlands,Dragonstone,61
Tyrion Lannister,S08E05,The Crownlands,Dragonstone,61
Eleanor,S08E05,The Crownlands,King's Landing,10
Eleanor's Daughter,S08E05,The Crownlands,King's Landing,10
Jon Snow,S08E05,The Crownlands,Blackwater Bay,21
Tyrion Lannister,S08E05,The Crownlands,Blackwater Bay,21
Jon Snow,S08E05,The Crownlands,King's Landing,9
Tyrion Lannister,S08E05,The Crownlands,King's Landing,9
Davos Seaworth,S08E05,The Crownlands,King's Landing,9
Jon Snow,S08E05,The Crownlands,King's Landing,18
Tyrion Lannister,S08E05,The Crownlands,King's Landing,18
Davos Seaworth,S08E05,The Crownlands,King's Landing,18
Tyrion Lannister,S08E05,The Crownlands,King's Landing,14
Davos Seaworth,S08E05,The Crownlands,King's Landing,14
Sandor Clegane,S08E05,The Crownlands,King's Landing,9
Arya Stark,S08E05,The Crownlands,King's Landing,9
Sandor Clegane,S08E05,The Crownlands,King's Landing,36
Arya Stark,S08E05,The Crownlands,King's Landing,36
Northern Guard,S08E05,The Crownlands,King's Landing,36
Tyrion Lannister,S08E05,The Crownlands,King's Landing,61
Unsullied Soldier,S08E05,The Crownlands,King's Landing,61
Jaime Lannister,S08E05,The Crownlands,King's Landing,5
Tyrion Lannister,S08E05,The Crownlands,King's Landing,274
Jaime Lannister,S08E05,The Crownlands,King's Landing,274
Jaime Lannister,S08E05,The Crownlands,King's Landing,5
Euron Greyjoy,S08E05,The Crownlands,Blackwater Bay,12
Sandor Clegane,S08E05,The Crownlands,King's Landing,27
Arya Stark,S08E05,The Crownlands,King's Landing,27
Jaime Lannister,S08E05,The Crownlands,King's Landing,15
Jaime Lannister,S08E05,The Crownlands,King's Landing,5
Harry Strickland,S08E05,The Crownlands,King's Landing,24
Jon Snow,S08E05,The Crownlands,King's Landing,6
Davos Seaworth,S08E05,The Crownlands,King's Landing,6
Grey Worm,S08E05,The Crownlands,King's Landing,6
Jon Snow,S08E05,The Crownlands,King's Landing,32
Tyrion Lannister,S08E05,The Crownlands,King's Landing,32
Davos Seaworth,S08E05,The Crownlands,King's Landing,32
Grey Worm,S08E05,The Crownlands,King's Landing,32
Cersei Lannister,S08E05,The Crownlands,King's Landing,13
Cersei Lannister,S08E05,The Crownlands,King's Landing,9
Qyburn,S08E05,The Crownlands,King's Landing,9
Gregor Clegane,S08E05,The Crownlands,King's Landing,9
Eleanor,S08E05,The Crownlands,King's Landing,18
Eleanor's Daughter,S08E05,The Crownlands,King's Landing,18
Sandor Clegane,S08E05,The Crownlands,King's Landing,18
Arya Stark,S08E05,The Crownlands,King's Landing,18
Eleanor,S08E05,The Crownlands,King's Landing,15
Eleanor's Daughter,S08E05,The Crownlands,King's Landing,15
Jaime Lannister,S08E05,The Crownlands,King's Landing,37
Cersei Lannister,S08E05,The Crownlands,King's Landing,6
Tyrion Lannister,S08E05,The Crownlands,King's Landing,6
Euron Greyjoy,S08E05,The Crownlands,Blackwater Bay,19
Euron Greyjoy,S08E05,The Crownlands,Blackwater Bay,13
Daenerys Targaryen,S08E05,The Crownlands,Blackwater Bay,13
Drogon,S08E05,The Crownlands,Blackwater Bay,13
Euron Greyjoy,S08E05,The Crownlands,Blackwater Bay,3
Daenerys Targaryen,S08E05,The Crownlands,Blackwater Bay,3
Drogon,S08E05,The Crownlands,Blackwater Bay,3
Euron Greyjoy,S08E05,The Crownlands,Blackwater Bay,37
Daenerys Targaryen,S08E05,The Crownlands,Blackwater Bay,37
Drogon,S08E05,The Crownlands,Blackwater Bay,37
Daenerys Targaryen,S08E05,The Crownlands,Blackwater Bay,10
Drogon,S08E05,The Crownlands,Blackwater Bay,10
Daenerys Targaryen,S08E05,The Crownlands,Blackwater Bay,3
Drogon,S08E05,The Crownlands,Blackwater Bay,3
Daenerys Targaryen,S08E05,The Crownlands,King's Landing,2
Drogon,S08E05,The Crownlands,King's Landing,2
Daenerys Targaryen,S08E05,The Crownlands,King's Landing,2
Drogon,S08E05,The Crownlands,King's Landing,2
Daenerys Targaryen,S08E05,The Crownlands,King's Landing,5
Drogon,S08E05,The Crownlands,King's Landing,5
Harry Strickland,S08E05,The Crownlands,King's Landing,35
Grey Worm,S08E05,The Crownlands,King's Landing,35
Jon Snow,S08E05,The Crownlands,King's Landing,35
Davos Seaworth,S08E05,The Crownlands,King's Landing,35
Harry Strickland,S08E05,The Crownlands,King's Landing,17
Grey Worm,S08E05,The Crownlands,King's Landing,17
Jon Snow,S08E05,The Crownlands,King's Landing,17
Davos Seaworth,S08E05,The Crownlands,King's Landing,17
Daenerys Targaryen,S08E05,The Crownlands,King's Landing,17
Drogon,S08E05,The Crownlands,King's Landing,17
Harry Strickland,S08E05,The Crownlands,King's Landing,4
Grey Worm,S08E05,The Crownlands,King's Landing,4
Jon Snow,S08E05,The Crownlands,King's Landing,4
Davos Seaworth,S08E05,The Crownlands,King's Landing,4
Harry Strickland,S08E05,The Crownlands,King's Landing,28
Grey Worm,S08E05,The Crownlands,King's Landing,28
Daenerys Targaryen,S08E05,The Crownlands,King's Landing,3
Drogon,S08E05,The Crownlands,King's Landing,3
Daenerys Targaryen,S08E05,The Crownlands,King's Landing,3
Drogon,S08E05,The Crownlands,King's Landing,3
Daenerys Targaryen,S08E05,The Crownlands,King's Landing,15
Drogon,S08E05,The Crownlands,King's Landing,15
